timestamp,company,ltp,total_shares,market_cap,free_float_pct,free_float_mcap
2025-07-22 10:01:00,SINOBANGLA,42.9,30294849.0,1299649022.1,69.39,901826456.4351898
2025-07-22 10:02:00,1JANATAMF,3.5,289923349.0,1014731721.5,75.0,761048791.125
2025-07-22 10:02:00,ACMEPL,15.1,135000000.0,2038500000.0,68.2,1390257000.0
2025-07-22 10:02:00,ALIF,6.0,259927022.0,1559562132.0,69.53999999999999,1084519506.5928
2025-07-22 10:02:00,EIL,32.7,65197464.0,2131957072.8000002,40.0,852782829.1200001
2025-07-22 10:02:00,GEMINISEA,155.9,11485418.0,1790576666.2,69.99,1253224608.67338
2025-07-22 10:02:00,IBP,14.7,116205178.0,1708216116.6,75.57,1290898919.3146198
2025-07-22 10:02:00,IDLC,38.2,436483409.0,16673666223.800001,43.34,7226366941.39492
2025-07-22 10:02:00,INTRACO,22.0,98232750.0,2161120500.0,69.94,1511487677.7
2025-07-22 10:02:00,MAKSONSPIN,6.3,238232538.0,1500864989.3999999,70.0,1050605492.5799998
2025-07-22 10:02:00,SILCOPHL,15.5,103807000.0,1609008500.0,64.53999999999999,1038454085.9
2025-07-22 10:02:00,SINOBANGLA,42.9,30294849.0,1299649022.1,69.39,901826456.4351898
2025-07-22 10:02:00,1STPRIMFMF,24.3,20000000.0,486000000.0,98.0,476280000.0
2025-07-22 10:02:00,APEXFOODS,227.0,5702400.0,1294444800.0,46.61,603340721.28
2025-07-22 10:02:00,BANKASIA,16.0,1282497546.0,20519960736.0,49.12,10079404713.5232
2025-07-22 10:02:00,BEACONPHAR,115.8,231000000.0,26749800000.0,60.14,16087329720.000002
2025-07-22 10:02:00,DHAKABANK,11.2,1056932349.0,11837642308.8,58.97,6980657669.499359
2025-07-22 10:02:00,FIRSTSBANK,4.4,1208139379.0,5315813267.6,94.1,5002180284.8116
2025-07-22 10:02:00,LINDEBD,926.0,15218280.0,14092127280.0,40.0,5636850912.0
2025-07-22 10:02:00,MAGURAPLEX,92.0,29603378.0,2723510776.0,54.19,1475870489.5143998
2025-07-22 10:02:00,MEGCONMILK,18.5,16000000.0,296000000.0,62.57,185207200.0
2025-07-22 10:02:00,NAVANAPHAR,54.3,107416217.0,5832700583.099999,68.36,3987234118.6071596
2025-07-22 10:02:00,NRBBANK,10.7,690587200.0,7389283039.999999,44.01,3252023465.9039993
2025-07-22 10:02:00,RENATA,513.9,114696490.0,58942526211.0,48.71,28710904517.3781
2025-07-22 10:02:00,STYLECRAFT,71.7,13884750.0,995536575.0,67.97,676666210.0274999
2025-07-22 10:02:00,BARKAPOWER,11.1,235465661.0,2613668837.1,70.0,1829568185.9699998
2025-07-22 10:02:00,FINEFOODS,250.2,13973918.0,3496274283.6,84.75,2963092455.351
2025-07-22 10:02:00,FUWANGCER,13.5,136269093.0,1839632755.5,70.0,1287742928.85
2025-07-22 10:02:00,KOHINOOR,523.0,37070812.0,19388034676.0,49.43,9583505540.3468
2025-07-22 10:02:00,LHB,55.0,1161373500.0,63875542500.0,36.38,23237922361.5
2025-07-22 10:02:00,MIDASFIN,7.7,143892507.0,1107972303.9,61.64,682954128.1239601
2025-07-22 10:02:00,MONNOAGML,360.0,4400256.0,1584092160.0,70.0,1108864512.0
2025-07-22 10:02:00,ORIONINFU,350.0,20359760.0,7125916000.0,59.39,4232081512.4
2025-07-22 10:02:00,PHPMF1,3.5,281893264.0,986626424.0,88.28,870993807.1072
2025-07-22 10:02:00,RAKCERAMIC,22.9,427968701.0,9800483252.9,27.92,2736294924.20968
2025-07-22 10:02:00,SALVOCHEM,23.5,65022793.0,1528035635.5,74.82,1143276262.4811
2025-07-22 10:02:00,UNIONBANK,3.1,1036280448.0,3212469388.8,45.51,1461994818.84288
2025-07-22 10:02:00,UNITEDFIN,13.0,187114614.0,2432489982.0,59.87,1456331752.2234
2025-07-22 10:02:00,BBS,10.9,162929732.0,1775934078.8,69.99,1242976261.75212
2025-07-22 10:02:00,BRACBANK,63.7,1990926167.0,126821996837.90001,53.83,68268280897.841576
2025-07-22 10:02:00,GLDNJMF,7.8,100000000.0,780000000.0,39.0,304200000.0
2025-07-22 10:02:00,GQBALLPEN,224.5,8928091.0,2004356429.5,56.51,1132661818.3104498
2025-07-22 10:02:00,IFADAUTOS,23.7,268253911.0,6357617690.7,45.13,2869192863.81291
2025-07-22 10:02:00,ISLAMIBANK,44.9,1609990668.0,72288580993.2,99.82,72158461547.41223
2025-07-22 10:02:00,MPETROLEUM,208.0,108216108.0,22508950464.0,41.33,9302949226.7712
2025-07-22 10:02:00,RAHIMAFOOD,126.9,20000200.0,2538025380.0,62.62,1589311492.9559999
2025-07-22 10:02:00,RINGSHINE,3.2,500313043.0,1601001737.6000001,63.54,1017276504.07104
2025-07-22 10:02:00,SAMATALETH,67.1,10320000.0,692472000.0,66.13,457931733.6
2025-07-22 10:02:00,SEMLIBBLSF,6.9,100000000.0,690000000.0,50.0,345000000.0
2025-07-22 10:02:00,AGNISYSL,26.9,72556192.0,1951761564.8,69.97,1365647566.89056
2025-07-22 10:02:00,AIBL1STIMF,5.8,100000000.0,580000000.0,90.0,522000000.0
2025-07-22 10:02:00,BDTHAIFOOD,14.2,81500000.0,1157300000.0,64.39,745185470.0
2025-07-22 10:02:00,BENGALWTL,18.3,91476000.0,1674010800.0,46.77,782934851.16
2025-07-22 10:02:00,EPGL,17.7,190163216.0,3365888923.2,45.87,1543933249.0718398
2025-07-22 10:02:00,FAMILYTEX,2.4,354160388.0,849984931.1999999,95.98,815815536.9657599
2025-07-22 10:02:00,FBFIF,3.5,776147028.0,2716514598.0,46.03,1250411669.4594
2025-07-22 10:02:00,KBPPWBIL,126.0,98079877.0,12358064502.0,62.53,7727497733.100599
2025-07-22 10:02:00,LIBRAINFU,800.0,2252880.0,1802304000.0,65.58,1181950963.1999998
2025-07-22 10:02:00,MIDLANDBNK,25.0,658859845.0,16471496125.0,23.400000000000006,3854330093.250001
2025-07-22 10:02:00,MONNOCERA,91.0,37724317.0,3432912847.0,62.57,2147973568.3679
2025-07-22 10:02:00,ONEBANKPLC,8.1,1065821887.0,8633157284.699999,69.06,5962058420.813819
2025-07-22 10:02:00,ORIONPHARM,33.2,234000000.0,7768800000.000001,68.02,5284337760.0
2025-07-22 10:02:00,QUASEMIND,39.5,72726541.0,2872698369.5,70.0,2010888858.6499999
2025-07-22 10:02:00,ANWARGALV,69.3,30187080.0,2091964644.0,64.68,1353082731.7392
2025-07-22 10:02:00,APEXSPINN,132.9,8400000.0,1116360000.0,47.24,527368464.00000006
2025-07-22 10:02:00,BDLAMPS,136.1,10527877.0,1432844059.7,38.15,546630008.77555
2025-07-22 10:02:00,CAPITECGBF,7.5,155680000.0,1167600000.0,35.769999999999996,417650519.99999994
2025-07-22 10:02:00,CITYBANK,21.8,1521222069.0,33162641104.2,69.64,23094463264.96488
2025-07-22 10:02:00,CROWNCEMNT,50.9,148500000.0,7558650000.0,47.78,3611522970.0
2025-07-22 10:02:00,CRYSTALINS,46.0,44000000.0,2024000000.0,42.0,850080000.0
2025-07-22 10:02:00,DSSL,10.3,210793275.0,2171170732.5,67.83,1472705107.85475
2025-07-22 10:02:00,ENVOYTEX,42.9,167734767.0,7195821504.3,34.81999999999999,2505585047.79726
2025-07-22 10:02:00,GHCL,21.0,72000000.0,1512000000.0,31.400000000000006,474768000.00000006
2025-07-22 10:02:00,GPHISPAT,19.3,483883456.0,9338950700.800001,58.41,5454881104.33728
2025-07-22 10:02:00,JMISMDL,143.3,30056000.0,4307024800.0,20.36,876910249.28
2025-07-22 10:02:00,MTB,11.2,1081431720.0,12112035264.0,66.74000000000001,8083572335.193602
2025-07-22 10:02:00,PHARMAID,633.0,3120000.0,1974960000.0,76.42,1509264432.0
2025-07-22 10:02:00,ROBI,25.8,5237932895.0,135138668691.0,10.0,13513866869.1
2025-07-22 10:02:00,SAIFPOWER,7.6,379338647.0,2882973717.2,59.94,1728054446.0896797
2025-07-22 10:02:00,SALAMCRST,21.9,98371100.0,2154327090.0,51.5,1109478451.3500001
2025-07-22 10:02:00,SUMITPOWER,15.0,1067877239.0,16018158585.0,36.81,5896284175.1385
2025-07-22 10:02:00,AFTABAUTO,35.4,105544995.0,3736292823.0,70.68,2640811767.2964005
2025-07-22 10:02:00,AL-HAJTEX,130.0,22298549.0,2898811370.0,69.34,2010035803.958
